dataset_index,example_id,question,gold_answer,gold_program,execution_correct_pattern,pattern_label,number_correct_architectures,a_execution_correct,a_program_correct,a_program_valid,a_executable,a_failure_category,a_generated_program,a_predicted_answer,b_execution_correct,b_program_correct,b_program_valid,b_executable,b_failure_category,b_generated_program,b_predicted_answer,c_execution_correct,c_program_correct,c_program_valid,c_executable,c_failure_category,c_generated_program,c_predicted_answer,d_execution_correct,d_program_correct,d_program_valid,d_executable,d_failure_category,d_generated_program,d_predicted_answer,c_reasoning_program,c_reasoning_correct,c_independent_verifier_program,c_independent_verifier_correct,c_verifier_verdict,c_verifier_corrected_error,c_verifier_broke_correct,d_reasoning_program,d_reasoning_correct,d_independent_verifier_program,d_independent_verifier_correct,d_verifier_final_program,d_verifier_final_correct,d_coordinator_decision,d_coordinator_corrected_error,d_coordinator_broke_correct
24,AAL/2016/page_8.pdf-4,what is the ratio of the total flight attendants to total maintenance personnel,1.59172,"divide(26900, 16900)",ABCD,all_correct,4,True,False,True,True,execution_correct_program_mismatch,"add(24700, 2200), add(14900, 2000), divide(#0, #1)",1.59172,True,True,True,True,program_correct,"divide(26900, 16900)",1.59172,True,True,True,True,program_correct,"divide(26900, 16900)",1.59172,True,True,True,True,program_correct,"divide(26900, 16900)",1.59172,"divide(26900, 16900)",True,"divide(26900, 16900)",True,agree,False,False,"divide(26900, 16900)",True,"divide(26900, 16900)",True,"divide(26900, 16900)",True,"The question asks for the ratio of total flight attendants to total maintenance personnel. The evidence shows 26,900 flight attendants and 16,900 maintenance personnel. The correct calculation is divide(26900, 16900), which directly computes the ratio. Both agents agree, and the values are correctly extracted from the table. No percentage scaling is required as the question asks for a ratio, not a percentage.",False,False
25,ETFC/2007/page_18.pdf-1,as of december 2007 what was the ratio of the square footage in alpharetta georgia to charlotte north carolina,2.63855,"divide(219000, 83000)",ABCD,all_correct,4,True,True,True,True,program_correct,"divide(219000, 83000)",2.63855,True,True,True,True,program_correct,"divide(219000, 83000)",2.63855,True,True,True,True,program_correct,"divide(219000, 83000)",2.63855,True,True,True,True,program_correct,"divide(219000, 83000)",2.63855,"divide(219000, 83000)",True,"divide(219000, 83000)",True,agree,False,False,"divide(219000, 83000)",True,"divide(219000, 83000)",True,"divide(219000, 83000)",True,"The question asks for the ratio of square footage in Alpharetta, Georgia to Charlotte, North Carolina. The values 219,000 (Alpharetta) and 83,000 (Charlotte) are correctly extracted from the table. The ratio is properly computed as divide(219000, 83000). No percentage scaling is required as the question asks for a ratio, not a percentage. Both agents agree, and the calculation is correct.",False,False
26,GPN/2010/page_87.pdf-3,in 2010 what was the percent of the income tax benefit to the stock based compensation cost,0.34807,"divide(6.3, 18.1)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(-6.3, 18.1), multiply(#0, const_100)",-34.80663,False,False,True,True,executable_wrong_answer,"divide(6.3, 18.1), multiply(#0, const_100)",34.80663,False,False,True,True,executable_wrong_answer,"divide(6.3, 18.1), multiply(#0, const_100)",34.80663,False,False,True,True,executable_wrong_answer,"divide(6.3, 18.1), multiply(#0, const_100)",34.80663,"divide(6.3, 18.1), multiply(#0, const_100)",False,"divide(6.3, 18.1), multiply(#0, const_100)",False,agree,False,False,"divide(6.3, 18.1), multiply(#0, const_100)",False,"divide(6.3, 18.1), multiply(#0, const_100)",False,"divide(6.3, 18.1), multiply(#0, const_100)",False,"The calculation correctly computes the percentage of income tax benefit relative to stock-based compensation cost for 2010. The values 6.3 (income tax benefit) and 18.1 (share-based compensation cost) are correctly extracted from the table. The division is performed as (tax benefit / compensation cost), and multiplying by 100 scales the result to a percentage, which is appropriate for the question asking for a 'percent'. The program is sequential and uses only allowed operations.",False,False
27,ADBE/2008/page_89.pdf-2,what is the percentage change in the the gross liability for unrecognized tax benefits during 2008 compare to 2007?,-0.30851,"subtract(139549, 201808), divide(#0, 201808)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(139549, 201808), divide(#0, 201808), multiply(#1, const_100)",-30.85061,False,False,True,True,executable_wrong_answer,"subtract(139549, 201808), divide(#0, 201808), multiply(#1, const_100)",-30.85061,False,False,True,True,executable_wrong_answer,"subtract(139549, 201808), divide(#0, 201808), multiply(#1, const_100)",-30.85061,False,False,True,True,executable_wrong_answer,"subtract(139549, 201808), divide(#0, 201808), multiply(#1, const_100)",-30.85061,"subtract(201808, 139549), divide(#0, 201808), multiply(#1, const_100)",False,"subtract(139549, 201808), divide(#0, 201808), multiply(#1, const_100)",False,agree,False,False,"subtract(139549, 201808), divide(#0, 201808), multiply(#1, const_100)",False,"subtract(139549, 201808), divide(#0, 201808), multiply(#1, const_100)",False,"subtract(139549, 201808), divide(#0, 201808), multiply(#1, const_100)",False,"The calculation correctly computes the percentage change in gross liability for unrecognized tax benefits from 2007 to 2008. The starting value is $201,808 (beginning balance as of December 1, 2007), and the ending value is $139,549 (ending balance as of November 28, 2008). The difference is negative, indicating a decrease. The percentage change is calculated as (ending - beginning) / beginning, then scaled by 100 to express as a percentage. All values are in thousands, but since both numerator and denominator use the same units, the ratio is unit-consistent. The program correctly applies subtraction, division, and multiplication by 100 for percentage scaling.",False,False
28,DG/2005/page_44.pdf-2,what was the total impairment costs recorded from 2003 to 2005 in millions,5.8,"add(0.6, 0.5), add(#0, 4.7)",,none_correct,0,False,False,True,True,executable_wrong_answer,"add(0.6, 0.2), add(#0, 0.6), add(#1, 0.5)",1.9,False,False,True,True,executable_wrong_answer,"add(0.5, 0.6), add(#0, 0.6)",1.7,False,False,True,True,executable_wrong_answer,"add(0.6, 0.5), add(#0, 0.6)",1.7,False,False,True,True,executable_wrong_answer,"add(0.6, 0.6), add(#0, 0.6)",1.8,"add(0.5, 0.6), add(#0, 0.6)",False,"add(0.6, 0.5), add(#0, 0.6)",False,agree,False,False,"add(0.5, 0.6), add(#0, 0.6)",False,"add(0.6, 0.5), add(#0, 0.6)",False,"add(0.6, 0.5), add(#0, 0.6)",False,"The total impairment costs from 2003 to 2005 are the sum of the charges recorded in each year: $0.6M (2003), $0.6M (2004), and $0.6M (2005). The Reasoning Agent incorrectly uses 0.5 for 2003 and 0.6 for 2004, but the evidence states $0.6M in 2003 and $0.6M in 2004. The Verification Agent correctly identifies $0.6M for 2003 and $0.6M for 2004, and adds $0.6M for 2005. The final program correctly sums these values.",False,False
29,ALXN/2016/page_153.pdf-2,"what is the borrowing under the term loan facility as a percentage of the total contractual maturities of long-term debt obligations due subsequent to december 31 , 2016?",1.13599,"divide(3500, 3081)",,none_correct,0,False,False,True,True,executable_wrong_answer,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",60.47105,False,False,True,True,executable_wrong_answer,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",60.47105,False,False,True,True,executable_wrong_answer,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",60.47105,False,False,True,True,executable_wrong_answer,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",60.47105,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",False,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",False,agree,False,False,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",False,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",False,"add(2014, 150), add(#0, 175), add(#1, 2756), divide(3081, #2), multiply(#3, const_100)",False,"Both agents correctly calculate the total contractual maturities by summing the amounts for 2017 through 2020. The borrowing under the term loan facility ($3,081 million) is correctly used as the numerator. The division and multiplication by 100 to express the result as a percentage are appropriate. The program is sequential, uses valid operations and operands, and correctly answers the question.",False,False
30,UNP/2015/page_56.pdf-1,in 2015 what was the percent of the total operating revenues associated with agriculture products,0.16417,"divide(3581, 21813)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(3581, 21813), multiply(#0, const_100)",16.41682,False,False,True,True,executable_wrong_answer,"divide(3581, 21813), multiply(#0, const_100)",16.41682,False,False,True,True,executable_wrong_answer,"divide(3581, 21813), multiply(#0, const_100)",16.41682,False,False,True,True,executable_wrong_answer,"divide(3581, 21813), multiply(#0, const_100)",16.41682,"divide(3581, 21813)",True,"divide(3581, 21813), multiply(#0, const_100)",False,disagree,False,True,"divide(3581, 21813), multiply(#0, const_100)",False,"divide(3581, 21813), multiply(#0, const_100)",False,"divide(3581, 21813), multiply(#0, const_100)",False,The reasoning and verification agents both propose the correct calculation: dividing agricultural products revenue by total operating revenues and multiplying by 100 to express as a percentage. The values 3581 (agricultural products) and 21813 (total operating revenues) are correctly extracted from the 2015 row of the table. The percentage scaling is appropriate as the question asks for a percent. The program is sequential and uses only allowed operations.,False,False
31,C/2009/page_45.pdf-1,what percent of net interest revenue where total operating expenses in 2009?,0.28238,"divide(896, 3173)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(896, 3173), multiply(#0, const_100)",28.23826,False,False,True,True,executable_wrong_answer,"divide(896, 3173), multiply(#0, const_100)",28.23826,False,False,True,True,executable_wrong_answer,"divide(896, 3173), multiply(#0, const_100)",28.23826,False,False,True,True,executable_wrong_answer,"divide(896, 3173), multiply(#0, const_100)",28.23826,"divide(896, 3173), multiply(#0, const_100)",False,"divide(896, 3173), multiply(#0, const_100)",False,agree,False,False,"divide(896, 3173), multiply(#0, const_100)",False,"divide(896, 3173), multiply(#0, const_100)",False,"divide(896, 3173), multiply(#0, const_100)",False,"The question asks for the percentage of total operating expenses relative to net interest revenue in 2009. The correct calculation is (total operating expenses / net interest revenue) * 100. Both agents correctly compute this as divide(896, 3173), multiply(#0, const_100). The values 896 (total operating expenses) and 3173 (net interest revenue) are directly from the table for 2009. Multiplying by 100 is appropriate because the result should be expressed as a percentage. The program is sequential, uses valid operations and operands, and correctly answers the question.",False,False
32,AAPL/2006/page_100.pdf-3,"what was the greatest provision for income taxes , in millions?",829.0,"table_max(provision for income taxes, none)",A,correct_A,1,True,True,True,True,program_correct,"table_max(provision for income taxes, none)",829.0,False,False,False,False,invalid_program,"table_max(829, 480, 104)",,False,False,False,False,invalid_program,table_max(provision for income taxes),,False,False,False,False,invalid_program,table_max(provision for income taxes),,table_max(provision for income taxes),False,table_max(provision for income taxes),False,agree,False,False,table_max(provision for income taxes),False,table_max(provision for income taxes),False,table_max(provision for income taxes),False,"The question asks for the greatest provision for income taxes in millions. The evidence table shows the 'provision for income taxes' values for 2006, 2005, and 2004 as $829, $480, and $104 million respectively. The maximum value is $829 million, which corresponds to 2006. The table_max operation correctly identifies this value. Both agents agree, and the operation is valid and correctly applied.",False,False
33,JPM/2018/page_90.pdf-1,in 2018 what was the percent of the cib markets net interest income as part of the managed interest income,0.05543,"divide(3087, 55687)",,none_correct,0,False,False,True,True,executable_wrong_answer,"divide(3087, 55687), multiply(#0, const_100)",5.54348,False,False,True,True,executable_wrong_answer,"divide(3087, 55687), multiply(#0, const_100)",5.54348,False,False,True,True,executable_wrong_answer,"divide(3087, 55687), multiply(#0, const_100)",5.54348,False,False,True,True,executable_wrong_answer,"divide(3087, 55687), multiply(#0, const_100)",5.54348,"divide(3087, 55687), multiply(#0, const_100)",False,"divide(3087, 55687), multiply(#0, const_100)",False,agree,False,False,"divide(3087, 55687), multiply(#0, const_100)",False,"divide(3087, 55687), multiply(#0, const_100)",False,"divide(3087, 55687), multiply(#0, const_100)",False,"The question asks for the percentage of CIB Markets net interest income as part of the managed interest income in 2018. The correct calculation is to divide CIB Markets net interest income (3087) by the total managed net interest income (55687) and multiply by 100 to express as a percentage. Both agents correctly identified this calculation, and the verifier confirmed agreement. The values are correctly sourced from the table, and the percentage scaling is appropriate.",False,False
34,PNC/2012/page_65.pdf-4,"what would the fair value of total securities available for sale be without the fair value of securities classified as corporate stocks as of december 31 , 2012?",61545.0,"subtract(61912, 367)",,none_correct,0,False,False,True,True,executable_wrong_answer,"subtract(51052, 367)",50685.0,False,False,True,True,executable_wrong_answer,"subtract(51052, 367)",50685.0,False,False,True,True,executable_wrong_answer,"subtract(51052, 367)",50685.0,False,False,True,True,executable_wrong_answer,"subtract(51052, 367)",50685.0,"subtract(51052, 367)",False,"subtract(51052, 367)",False,agree,False,False,"subtract(51052, 367)",False,"subtract(51052, 367)",False,"subtract(51052, 367)",False,"The question asks for the fair value of total securities available for sale excluding corporate stocks. The fair value of total securities available for sale as of December 31, 2012, is $51,052 million. The fair value of corporate stocks is explicitly stated as $367 million. Subtracting the corporate stocks' fair value from the total fair value gives the correct result. Both agents correctly identified this calculation, and the verification is valid.",False,False
